"","exchange_idx","student_text","teacher_text","ground_truth","prediction","correct","Technique","model"
"621",21,"So you want us to go to number four?","12:20, and then all of a sudden you went to 1:00.  That’s not an hour.  That’s 40 minute.  So in ord","Low","Mid","False","Active Prompting","GPT-3.5"
"622",22,"So, is this my number or –","He’s gonna finish rolling all the way across.  Keep going. You’re gonna roll the next two.  You all ","Low","Low","True","Active Prompting","GPT-3.5"
"623",23,"Do we do improper and a mixed number?","I like what I’m seeing.  How we doing?","Low","Mid","False","Active Prompting","GPT-3.5"
"624",24,"It’s not a prime number,","What is 21? Seven times three, so that means 21 is?","Low","Mid","False","Active Prompting","GPT-3.5"
"625",25,"Or from greatest to least.","Student J.","Low","Low","True","Active Prompting","GPT-3.5"
"626",26,"1 out of 3. I saw what is that? And another 1 out of 3.","And if you all want to have him actually build some of the ones after he finishes with that page you","Low","Mid","False","Active Prompting","GPT-3.5"
"627",27,"Why does it have a comma?","Read this number for me, Student K.","Low","Mid","False","Active Prompting","GPT-3.5"
"628",28,"Wow, N is doing a good job.","I’m going to leave part of this as a template for you for your own paper.  We are going to take some","Low","Mid","False","Active Prompting","GPT-3.5"
"629",29,"How does that look like a 10?","All right, so now we have to do our coordinates and let’s put our parentheses in.  You will get to t","Low","Mid","False","Active Prompting","GPT-3.5"
"630",30,"Say the multiplication tables for the number 8.","Ready, set, go.","Low","Low","True","Active Prompting","GPT-3.5"
"631",31,"Oh, that’s what we’re doing.","And over here red, green.","Low","Low","True","Active Prompting","GPT-3.5"
"632",32,"You subtract all of them.","What did I do to get the quotient?","Low","Low","True","Active Prompting","GPT-3.5"
"633",33,"He thinks it goes from one-half and it keeps on going until it gets to smaller pieces, smaller.  We’","So what do you need from me?","Low","High","False","Active Prompting","GPT-3.5"
"634",34,"What did we get for number 12?","Yeah.","Low","Mid","False","Active Prompting","GPT-3.5"
"635",35,"The person who did the wrong one, they did 50 times 3 when they were supposed to do 50 times 24.","So I’m thinking that we need a way to keep track of our work, that everybody who’s having their prob","Low","High","False","Active Prompting","GPT-3.5"
"636",36,"A number that can’t go lower–","What are the only two numbers that can go into a prime number, Student O?","Low","Mid","False","Active Prompting","GPT-3.5"
"637",37,"Wait, what were the names?","But you’re going to have to think of the rule that will help that work because you’re going to have ","Low","Low","True","Active Prompting","GPT-3.5"
"638",38,"The first step is 8 times 10.","Who can give me a story context for 18 times 14?  Just like we talked about here, 3 trees, 9 apples.","Low","Mid","False","Active Prompting","GPT-3.5"
"639",39,"Because the base of it is a hexagon.","Student K?","Low","Mid","False","Active Prompting","GPT-3.5"
"640",40,"I know some of it.","And we can also study the two multiplication problems, 11 times 11 and 11 times 12.  That’s a little","Low","Mid","False","Active Prompting","GPT-3.5"
"641",41,"So you take away Tino’s and you multiply Val’s?","Every single time that we did – we did this times – well, we changed this up so much.  When we did t","Low","Mid","False","Active Prompting","GPT-3.5"
"642",42,"130 – I think it’s 130.","So what’s the question?","Low","Mid","False","Active Prompting","GPT-3.5"
"643",43,"Area of a parallelogram is base times height.","Area of a, and I’m sorry, my drawings aren’t too great today. Especially that one.","Low","Mid","False","Active Prompting","GPT-3.5"
"644",44,"Is this like this?  Is it multiplied by [four]?","Hmm?","Low","Mid","False","Active Prompting","GPT-3.5"
"645",45,"[As soon as] she puts 300, two times.","Okay, so this, Student N, about trying to keep track of your pieces.  In the array here, I’m gonna s","Low","Mid","False","Active Prompting","GPT-3.5"
"646",46,"The rule is to add three to the input.","I don’t hearing sharing at this table yet.  You have to share. Let’s go.  Quickly.  You got by 11.  ","Low","Low","True","Active Prompting","GPT-3.5"
"647",47,"I got 36 cubic centimeters.","Number five, Student M?","Low","Mid","False","Active Prompting","GPT-3.5"
"648",48,"Subtract the whole numbers.  That’ll give you 1.  I think you multiply the fraction –","Wait a minute.","Low","Mid","False","Active Prompting","GPT-3.5"
"649",49,"The weeks in a year.","What else should you round?","Low","Mid","False","Active Prompting","GPT-3.5"
"650",50,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","Active Prompting","GPT-3.5"
"651",51,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Mid","High","False","Active Prompting","GPT-3.5"
"652",52,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Mid","Low","False","Active Prompting","GPT-3.5"
"653",53,"We did 40 times 30.","Student J did 40 times –","Mid","High","False","Active Prompting","GPT-3.5"
"654",54,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Mid","Mid","True","Active Prompting","GPT-3.5"
"655",55,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Mid","Mid","True","Active Prompting","GPT-3.5"
"656",56,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Mid","Mid","True","Active Prompting","GPT-3.5"
"657",57,"Six times six times two.","For what?","Mid","Mid","True","Active Prompting","GPT-3.5"
"658",58,"Well I lined all the numbers up.","All right, read it for me.","Mid","Mid","True","Active Prompting","GPT-3.5"
"659",59,"Four fifths – no, 80 percent.","How come you can’t put it there?","Mid","Mid","True","Active Prompting","GPT-3.5"
"660",60,"4 into 20 goes 5 times.","Then what?","Mid","Mid","True","Active Prompting","GPT-3.5"
"661",61,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Mid","High","False","Active Prompting","GPT-3.5"
"662",62,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Mid","Low","False","Active Prompting","GPT-3.5"
"663",63,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Mid","Mid","True","Active Prompting","GPT-3.5"
"664",64,"I have 14.  Who has three times eight?","Three times eight.","Mid","Mid","True","Active Prompting","GPT-3.5"
"665",65,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Mid","Mid","True","Active Prompting","GPT-3.5"
"666",66,"You cut it in half.","This way or this way?","Mid","High","False","Active Prompting","GPT-3.5"
"667",67,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Mid","Mid","True","Active Prompting","GPT-3.5"
"668",68,"Will you write it on the board?","No.","Mid","Mid","True","Active Prompting","GPT-3.5"
"669",69,"I know 30 plus 30.","30 plus 30?","Mid","High","False","Active Prompting","GPT-3.5"
"670",70,"It’s asking you to do subtract.","How do you know that?","Mid","Mid","True","Active Prompting","GPT-3.5"
"671",71,"1,574 divided by 4.","What’s my first step to solve that division problem?","Mid","Mid","True","Active Prompting","GPT-3.5"
"672",72,"If you have 15 and 3 circles.","Leave 15 here?","Mid","Mid","True","Active Prompting","GPT-3.5"
"673",73,"The difference between the two numbers.","The difference between the –","Mid","Mid","True","Active Prompting","GPT-3.5"
"674",74,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Mid","Mid","True","Active Prompting","GPT-3.5"
"675",75,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Mid","Mid","True","Active Prompting","GPT-3.5"
"676",76,"This is 13 and this is 16.","How much, darling, is this right here?","Mid","Mid","True","Active Prompting","GPT-3.5"
"677",77,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Mid","Mid","True","Active Prompting","GPT-3.5"
"678",78,"It’s going to be 8.","How do you know that?","Mid","Mid","True","Active Prompting","GPT-3.5"
"679",79,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Mid","Mid","True","Active Prompting","GPT-3.5"
"680",80,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Mid","Mid","True","Active Prompting","GPT-3.5"
"681",81,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Mid","High","False","Active Prompting","GPT-3.5"
"682",82,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Mid","High","False","Active Prompting","GPT-3.5"
"683",83,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Mid","Low","False","Active Prompting","GPT-3.5"
"684",84,"It’s equal by 6.","So what does that mean?  It’s only got the—","Mid","Mid","True","Active Prompting","GPT-3.5"
"685",85,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Mid","Mid","True","Active Prompting","GPT-3.5"
"686",86,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Mid","Mid","True","Active Prompting","GPT-3.5"
"687",87,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Mid","Mid","True","Active Prompting","GPT-3.5"
"688",88,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Mid","Mid","True","Active Prompting","GPT-3.5"
"689",89,"Each box contains 18 apples.","Good.  Each box – please write this down.  Each box contains 18 apples.  My third sentence is my que","Mid","Mid","True","Active Prompting","GPT-3.5"
"690",90,"On the top it’s round.","Does it have a curved one?","Mid","Mid","True","Active Prompting","GPT-3.5"
"691",91,"I could say 5 times 2 times 5 times 2.","Sweetie, how many do we have here?  How many cubes do we have in total?","Mid","Mid","True","Active Prompting","GPT-3.5"
"692",92,"No, because you’re going to keep on going.","Because it doesn’t go into 10.  Right?","Mid","Mid","True","Active Prompting","GPT-3.5"
