"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"1885","ed1i50s","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1886","edeml2x","thank you!!","gratitude","gratitude","True","Auto-CoT_APO20","GPT-3.5"
"1887","ed4xm4z","Thank you!","gratitude","gratitude","True","Auto-CoT_APO20","GPT-3.5"
"1888","eexi9i3","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","gratitude","True","Auto-CoT_APO20","GPT-3.5"
"1889","ef34tza","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1890","eff0eat","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","Auto-CoT_APO20","GPT-3.5"
"1891","eepbsjd",">ribs My condolences on your loss.","grief","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1892","edztfzy","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1893","edgcyz2","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","disappointment","False","Auto-CoT_APO20","GPT-3.5"
"1894","ed2jvh5","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though.","grief","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1895","edqb2x4","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","Auto-CoT_APO20","GPT-3.5"
"1896","edi3s90","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1897","efdpd4d","I like you both.","joy","love","False","Auto-CoT_APO20","GPT-3.5"
"1898","edlmoh8","So happy for your strong stance and to help him on his way out of your life.","joy","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1899","ef8guz9","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they got rid of him after one episode though.","joy","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1900","eewq7jc","Oh the joys of Marine Corps boot camp!!","joy","joy","True","Auto-CoT_APO20","GPT-3.5"
"1901","edw87bp","I like you. Yes, you.","love","love","True","Auto-CoT_APO20","GPT-3.5"
"1902","eenytll","The Iowa State Cyclones are my favorite college basketball team.","love","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1903","eeippeu","I actually currently have a girlfriend and I love her. It's just that those past situations gave me trust issues for life I guess.","love","love","True","Auto-CoT_APO20","GPT-3.5"
"1904","effnsfn","love how nobody decides to run over to him and help","love","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1905","eeww960","Love Galore pt.2 💯🔥🔥","love","excitement","False","Auto-CoT_APO20","GPT-3.5"
"1906","ef6vqef","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1907","eddzfda","Your age difference is incredibly creepy.","nervousness","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1908","eevcg8b","Run the addresses through the property records. If the mailing address of owner ain't local, they its a lie. ","nervousness","neutral","False","Auto-CoT_APO20","GPT-3.5"
"1909","ef63by4","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1910","edsbo8z","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","caring","False","Auto-CoT_APO20","GPT-3.5"
"1911","edjrvep","Oh, Boy. You into phrenology too.","neutral","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1912","edy3gfp",">provide a credible source. You first. For each claim.","neutral","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1913","ef5x9tq","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","disappointment","False","Auto-CoT_APO20","GPT-3.5"
"1914","eees7gz","This is his worst season since his rookie year","neutral","disappointment","False","Auto-CoT_APO20","GPT-3.5"
"1915","eeiov4c","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","Auto-CoT_APO20","GPT-3.5"
"1916","eet5inc","Mauston and Monticello were the beginning and end of my hope","optimism","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1917","edw9nki","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards of living in the West, in this case Britain.","optimism","anger","False","Auto-CoT_APO20","GPT-3.5"
"1918","efagykj","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over it, or worrying about it for any reason really.","optimism","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1919","edjfbst","His time will come for that","optimism","optimism","True","Auto-CoT_APO20","GPT-3.5"
"1920","ee1cohh","This is the beginning of a comeback for the ages.","optimism","excitement","False","Auto-CoT_APO20","GPT-3.5"
"1921","eei22ry","You become assertive and take back your share of the power and control over your life. Go get No More Mr. Nice Guy.","pride","neutral","False","Auto-CoT_APO20","GPT-3.5"
"1922","eei8sfs","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","admiration, pride","False","Auto-CoT_APO20","GPT-3.5"
"1923","edby4pf","Normally yeah but that was my friends first match ever and to encounter such a killer, who was running noed too is kinda disheartening for him","pride","disappointment","False","Auto-CoT_APO20","GPT-3.5"
"1924","eeh0dk9","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","joy","False","Auto-CoT_APO20","GPT-3.5"
"1925","eevqtgr","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","pride","True","Auto-CoT_APO20","GPT-3.5"
"1926","eeveqjo","I already posted this 🤔🤷🏻‍♂️","realization","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1927","ee7no40","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that's why...","realization","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1928","edg3atf","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1929","ee5e2ch","You mean anti-intelligent","realization","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1930","ef6qj8f","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I understand.","realization","realization","True","Auto-CoT_APO20","GPT-3.5"
"1931","eeypa8q","you’re gonna do just fine","relief","optimism","False","Auto-CoT_APO20","GPT-3.5"
"1932","edqc1yz","This is really helpful to point out!!","relief","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1933","eevmzgw","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1934","ednx4v9","The papers listed at might be of help.","relief","curiosity","False","Auto-CoT_APO20","GPT-3.5"
"1935","efeuhyx","well that's no creepy in the slightest","relief","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1936","eeegsoo","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1937","ed6l9pt","Sorry guys, I went a little far... You can read my apology post here.","remorse","remorse","True","Auto-CoT_APO20","GPT-3.5"
"1938","edpdm3q","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger, remorse","False","Auto-CoT_APO20","GPT-3.5"
"1939","ee9uhdl","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","remorse","True","Auto-CoT_APO20","GPT-3.5"
"1940","eehpovo","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1941","efamnsp","i also cried","sadness","sadness","True","Auto-CoT_APO20","GPT-3.5"
"1942","eewgfox","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on steroids no doubt","sadness","disapproval, disgust","False","Auto-CoT_APO20","GPT-3.5"
"1943","edwv5o1","Me me big sad.","sadness","sadness","True","Auto-CoT_APO20","GPT-3.5"
"1944","eezq59k","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, family is holding a vigil tomorrow night. ","sadness","sadness","True","Auto-CoT_APO20","GPT-3.5"
"1945","eeupb8r","His misogyny is disturbing.","sadness","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1946","ef45pxs","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 subscribers just in the course of 2018.","surprise","surprise","True","Auto-CoT_APO20","GPT-3.5"
"1947","ee4p8ut","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1948","edzoy70","That’s a wonderful meaningless word salad","surprise","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1949","ed5es57","I can't believe you won!","surprise","surprise","True","Auto-CoT_APO20","GPT-3.5"
"1950","ecztf18","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1951","efeke1r","[NAME] damn it [NAME].","anger, annoyance","anger","False","Self-Consistency_APO20","GPT-3.5"
"1952","eegefud","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic masculinity here hopefully lol","desire, optimism","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1953","ef2jexa","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration","False","Self-Consistency_APO20","GPT-3.5"
"1954","ed97gce","Our love is like, a violent game between children baby.","approval, love","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1955","eejam6j","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is the worst. Lisa Goes Gaga is a close second.","anger, disgust","disgust","False","Self-Consistency_APO20","GPT-3.5"
"1956","edgyr8b","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck of the woods again.","admiration","excitement","False","Self-Consistency_APO20","GPT-3.5"
"1957","ed7uin2","Super cool to see","admiration","joy","False","Self-Consistency_APO20","GPT-3.5"
"1958","efbxjom","This was a beautiful moment for the FT coming together","admiration","admiration","True","Self-Consistency_APO20","GPT-3.5"
"1959","eev528h","Must've been some damn good fries...","admiration","admiration","True","Self-Consistency_APO20","GPT-3.5"
"1960","ee3ggkk","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic fits the bill.","admiration","admiration","True","Self-Consistency_APO20","GPT-3.5"
"1961","eee8os5","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","anger","False","Self-Consistency_APO20","GPT-3.5"
"1962","eev3ial","The US version of The Office isn’t even the best version of The Office, never mind the best comedy ever.","amusement","disappointment","False","Self-Consistency_APO20","GPT-3.5"
"1963","ed0p0gi","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family portraits","amusement","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1964","edj7ya6","[NAME] got a serious case of the giggles today.","amusement","joy","False","Self-Consistency_APO20","GPT-3.5"
"1965","ee3dm5e","Busy night for you lol","amusement","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1966","ef0zbtx","because it’s funny","amusement","amusement","True","Self-Consistency_APO20","GPT-3.5"
"1967","edg9z3r","This video is funny but every time I watch it I get so mad at the guys filming and their belittling comments!","amusement","anger","False","Self-Consistency_APO20","GPT-3.5"
"1968","ee64dsq","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1969","eedvd5c","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How dare you question them. /s","anger","anger","True","Self-Consistency_APO20","GPT-3.5"
"1970","edslv30","“What the FUCK is this [NAME], explain!”","anger","anger","True","Self-Consistency_APO20","GPT-3.5"
"1971","eesmsbe","Shithole universe i mean.","anger","anger","True","Self-Consistency_APO20","GPT-3.5"
"1972","eeblnfc","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger","True","Self-Consistency_APO20","GPT-3.5"
"1973","edlvsnk","Fuck isn't it nice to have a [NAME] on the team?","anger","joy","False","Self-Consistency_APO20","GPT-3.5"
"1974","ef6tx1q","This was literally me!","annoyance","neutral","False","Self-Consistency_APO20","GPT-3.5"
"1975","edalg04","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are cowards.","annoyance","anger","False","Self-Consistency_APO20","GPT-3.5"
